Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
WEEK 5-Community Integration 1:1 Support,Etobicoke Civic Centre,1,0,115,"43.6439337,-79.56561210000001"
Specialty Camp: Sports,Park Lawn CS,0.8125,0,65,"43.6379427,-79.4958732"
WEEK 6-Community Integration 1:1 Support,Etobicoke Civic Centre,1,0,84,"43.6439337,-79.56561210000001"
WEEK 4-Community Integration 1:1 Support,Etobicoke Civic Centre,1.0435,0,120,"43.6439337,-79.56561210000001"
Specialty Camp: Soccer,Park Lawn CS,0.8,4,40,"43.6379427,-79.4958732"
Tiny Tots Swim,Memorial Pool And Health Club,1,1,9,"43.6479023,-79.51853979999999"
Preschool Swim 1: Penguin,Monarch Park,0.5,3,18,"43.6781625,-79.32789600000001"
Claireville: Riding Camp,Claireville Day Camp,1,1,36,"43.7445154,-79.74524509999998"
Ultra Swim 3,Antibes Community Centre,1,9,54,"43.7810253,-79.44691879999999"
Claireville: Challenge Plus Camp,Claireville Day Camp,0.6,0,120,"43.7445154,-79.74524509999998"
Claireville: Riding Camp,Claireville Day Camp,0.875,2,70,"43.7445154,-79.74524509999998"
Specialty Camp: Soccer,Park Lawn CS,0.1,1,5,"43.6379427,-79.4958732"
Ultra Swim 5,Antibes Community Centre,1,4,54,"43.7810253,-79.44691879999999"
Specialty Camp: Martial Arts,Park Lawn CS,0.1,0,5,"43.6379427,-79.4958732"
Ultra Swim 3,Antibes Community Centre,1,8,54,"43.7810253,-79.44691879999999"
Ultra Swim 3 - Small Group,Weston CI,1,2,36,"43.7084321,-79.51138019999996"
Claireville: Challenge Plus Camp,Claireville Day Camp,0.5294,0,81,"43.7445154,-79.74524509999998"
Ultra Swim 3,Antibes Community Centre,1,5,54,"43.7810253,-79.44691879999999"
Specialty Camp: Science,Park Lawn CS,0.5,11,20,"43.6379427,-79.4958732"
Specialty Camp: Basketball,Park Lawn CS,0.2,0,10,"43.6379427,-79.4958732"
Ultra Swim 3,Antibes Community Centre,1,8,54,"43.7810253,-79.44691879999999"
Ultra Swim 3,Antibes Community Centre,0.8333,8,45,"43.7810253,-79.44691879999999"
Ultra Swim 8 - Small Group,Runnymede Collegiate Institute,0.5,0,18,"43.6636272,-79.48972229999998"
Ultra Swim 8 - Small Group,Runnymede Collegiate Institute,0.5,0,18,"43.6636272,-79.48972229999998"
WEEK 7-Community Integration 1:1 Support,Etobicoke Civic Centre,1,0,110,"43.6439337,-79.56561210000001"
Adventure Camp,Sloane PS,0.875,2,175,"43.73117449999999,-79.31046529999998"
Adventure Camp,Sloane PS,0.925,5,185,"43.73117449999999,-79.31046529999998"
WEEK 8-Community Integration 1:1 Support,Etobicoke Civic Centre,1,0,115,"43.6439337,-79.56561210000001"
Ultra Swim 9 - Small Group,Runnymede Collegiate Institute,0.5,0,18,"43.6636272,-79.48972229999998"
Adventure Camp,Adam Beck Community Centre,0.75,0,180,"43.6820169,-79.2886282"
Adventure Camp,Adam Beck Community Centre,0.98,0,245,"43.6820169,-79.2886282"
Ultra Swim 1,Joseph J. Piccininni Community Centre,1,1,54,"43.6744016,-79.4524571"
Adventure Camp,Sloane PS,0.95,1,152,"43.73117449999999,-79.31046529999998"
Adventure Camp,Adam Beck Community Centre,0.92,1,230,"43.6820169,-79.2886282"
Adventure Camp,Sloane PS,0.75,0,120,"43.73117449999999,-79.31046529999998"
Adventure Camp,Adam Beck Community Centre,0.9333,0,280,"43.6820169,-79.2886282"
Adventure Camp,Sloane PS,1,0,200,"43.73117449999999,-79.31046529999998"
Ultra Swim 1,Joseph J. Piccininni Community Centre,1,0,54,"43.6744016,-79.4524571"
Specialty Camp: Arts,Park Lawn CS,0.9375,3,75,"43.6379427,-79.4958732"
Adventure Camp,St. Gabriel CS,1,1,150,"43.7687713,-79.39248470000001"
Volunteer Placement - Dieppe Park A.I.R.,Dieppe Park,1,4,20,"43.6919309,-79.335642"
Adventure Camp,Gord And Irene Risk Community Centre,1,15,240,"43.7472214,-79.56701679999998"
Adventure Camp,Northlea ES,0.9,0,72,"43.7142624,-79.36996290000002"
Adventure Camp,Northlea ES,0.95,0,95,"43.7142624,-79.36996290000002"
Adventure Camp: Sports,Ourland Community Centre,0.375,1,15,"43.6155335,-79.50870069999996"
Specialty Camp: Baseball,Park Lawn Rink,0.9,2,45,"43.6392292,-79.49534599999998"
Specialty Camp: Sports,Park Lawn CS,1,0,50,"43.6379427,-79.4958732"
Ultra Swim 2,Joseph J. Piccininni Community Centre,1,1,54,"43.6744016,-79.4524571"
Specialty Camp: Sports,Park Lawn CS,0.9,0,36,"43.6379427,-79.4958732"
Adventure Camp: Sports,Ourland Community Centre,0.4,1,20,"43.6155335,-79.50870069999996"
Specialty Camp: Sports,Park Lawn CS,0.1875,0,15,"43.6379427,-79.4958732"
Ultra Swim 6,Humber Community Pool - Indoor Pool,0.5,1,36,"43.7287136,-79.60739460000002"
Guardian Swim 1,Douglas Snow Aquatic Centre,0.8,0,36,"43.7674564,-79.41324200000003"
Adventure Camp,Trace Manes Park Community Centre,0.1667,0,20,"43.7055724,-79.36732330000001"
Adventure Camp: Sports,Ourland Community Centre,0.5556,0,25,"43.6155335,-79.50870069999996"
Specialty Camp: Nature,Park Lawn CS,0.375,0,15,"43.6379427,-79.4958732"
Doug Philpott Tennis,Angela James Arena Tennis,0.8,10,64,"43.71417659999999,-79.32648760000001"
Adventure Camp,Birchmount Community Centre,1,1,160,"43.69528589999999,-79.26132469999999"
Adventure Camp,St. Gabriel CS,1,6,150,"43.7687713,-79.39248470000001"
Adventure Camp,St. Gabriel CS,1,4,120,"43.7687713,-79.39248470000001"
Specialty Camp: Sports,Park Lawn CS,0.9,1,45,"43.6379427,-79.4958732"
Doug Philpott Tennis,Angela James Arena Tennis,1,11,100,"43.71417659999999,-79.32648760000001"
Adventure Camp,Gord And Irene Risk Community Centre,0.9286,0,65,"43.7472214,-79.56701679999998"
Adventure Camp: Sports,Ourland Community Centre,1,3,130,"43.6155335,-79.50870069999996"
Doug Philpott Tennis,Angela James Arena Tennis,0.9,8,72,"43.71417659999999,-79.32648760000001"
Guardian Swim 1,Douglas Snow Aquatic Centre,0.6,0,54,"43.7674564,-79.41324200000003"
Adventure Camp,Gord And Irene Risk Community Centre,0.95,24,285,"43.7472214,-79.56701679999998"
Adventure Camp: Sports,Ourland Community Centre,0.875,1,35,"43.6155335,-79.50870069999996"
Specialty Camp: Soccer,Park Lawn CS,0.75,0,30,"43.6379427,-79.4958732"
Adventure Camp,Thistletown Community Centre,0.0667,1,10,"43.73564440000001,-79.5635049"
Adventure Camp,St. Gabriel CS,1,0,150,"43.7687713,-79.39248470000001"
Guardian Swim 1,Douglas Snow Aquatic Centre,0.6,2,27,"43.7674564,-79.41324200000003"
Adventure Camp,St. Gabriel CS,1,1,150,"43.7687713,-79.39248470000001"
Ultra Swim 2,Joseph J. Piccininni Community Centre,0.3333,0,18,"43.6744016,-79.4524571"
Adventure Camp,St. Gabriel CS,1,0,80,"43.7687713,-79.39248470000001"
Adventure Camp,Thistletown Community Centre,0.9,16,135,"43.73564440000001,-79.5635049"
Specialty Camp: Sports,Park Lawn CS,1,1,50,"43.6379427,-79.4958732"
Specialty Camp: Soccer,Hollycrest CS,0.8,0,40,"43.65616430000001,-79.58246789999998"
Specialty Camp: Sports,Park Lawn CS,0.7,0,28,"43.6379427,-79.4958732"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,11,95,"43.71417659999999,-79.32648760000001"
Adventure Camp,Gord And Irene Risk Community Centre,0.9857,18,345,"43.7472214,-79.56701679999998"
Doug Philpott Tennis,Angela James Arena Tennis,0.85,4,85,"43.71417659999999,-79.32648760000001"
Adventure Camp,Northlea ES,0.9,0,90,"43.7142624,-79.36996290000002"
Specialty Camp: Cooking,Park Lawn CS,1,3,40,"43.6379427,-79.4958732"
Adventure Camp,Trace Manes Park Community Centre,0.5625,0,45,"43.7055724,-79.36732330000001"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,6,95,"43.71417659999999,-79.32648760000001"
Guardian Swim 1,Douglas Snow Aquatic Centre,0.8,2,36,"43.7674564,-79.41324200000003"
Volunteer Placement - Dentonia Park Clubhouse,Dentonia Park,1,0,20,"43.6920283,-79.29109389999996"
Adventure Camp,St. Gabriel CS,1,0,150,"43.7687713,-79.39248470000001"
Specialty Camp: Sports,Park Lawn CS,0.9,0,45,"43.6379427,-79.4958732"
Doug Philpott Tennis,Angela James Arena Tennis,0.75,3,75,"43.71417659999999,-79.32648760000001"
Adventure Camp,Trace Manes Park Community Centre,0.1667,0,20,"43.7055724,-79.36732330000001"
Specialty Camp: Sports,Park Lawn CS,1,2,50,"43.6379427,-79.4958732"
Activity Camp,Oriole Community Centre,0.35,14,35,"43.7794389,-79.34849179999998"
Activity Camp,Oriole Community Centre,0.2,13,20,"43.7794389,-79.34849179999998"
Activity Camp,North Kipling Community Centre,1.0667,7,80,"43.7595645,-79.58211670000003"
Activity Camp,Oriole Community Centre,0.65,16,65,"43.7794389,-79.34849179999998"
Specialty Camp: Cooking,Park Lawn CS,1,5,40,"43.6379427,-79.4958732"
Activity Camp,Oriole Community Centre,0.25,13,25,"43.7794389,-79.34849179999998"
Guardian Swim 2,Nelson A. Boylen Collegiate Institute,0.8,4,36,"43.7175035,-79.49534599999998"
Adventure Camp: Sports,Ourland Community Centre,0.5,0,16,"43.6155335,-79.50870069999996"
Ultra Swim 4 - Small Group,Memorial Pool And Health Club,0.75,0,27,"43.6479023,-79.51853979999999"
Activity Camp,Oriole Community Centre,0.85,18,68,"43.7794389,-79.34849179999998"
Adventure Camp,North Toronto Memorial Community Centre,0.55,0,55,"43.7061669,-79.40532659999997"
Adventure Camp,Northlea ES,0.3125,0,20,"43.7142624,-79.36996290000002"
Adventure Camp,North Toronto Memorial Community Centre,0.6,0,60,"43.7061669,-79.40532659999997"
Rookie Patrol,Weston CI,0.5,0,18,"43.7084321,-79.51138019999996"
Activity Camp,North Kipling Community Centre,1.1333,4,68,"43.7595645,-79.58211670000003"
Adventure Camp,Trace Manes Park Community Centre,0.2083,0,25,"43.7055724,-79.36732330000001"
Preschool Swim 1: Penguin,Parkdale Community Recreation Centre,1,0,36,"43.6464011,-79.43839079999998"
Activity Camp,Oriole Community Centre,0.75,17,75,"43.7794389,-79.34849179999998"
Ultra Swim 1,Monarch Park,0.1667,0,9,"43.6781625,-79.32789600000001"
Activity Camp,North Kipling Community Centre,1.1333,4,85,"43.7595645,-79.58211670000003"
Ranger Patrol,Weston CI,0.25,0,9,"43.7084321,-79.51138019999996"
Activity Camp,Oriole Community Centre,0.15,14,12,"43.7794389,-79.34849179999998"
Adventure Camp,Trace Manes Park Community Centre,0.3333,1,40,"43.7055724,-79.36732330000001"
Adventure Camp,Northlea ES,0.875,0,70,"43.7142624,-79.36996290000002"
Activity Camp,Oriole Community Centre,0.25,16,25,"43.7794389,-79.34849179999998"
Adventure Camp,Northlea ES,1,0,80,"43.7142624,-79.36996290000002"
Activity Camp,Oriole Community Centre,0.8,19,80,"43.7794389,-79.34849179999998"
Activity Camp,North Kipling Community Centre,1.0667,9,80,"43.7595645,-79.58211670000003"
Activity Camp,Oriole Community Centre,0.35,10,35,"43.7794389,-79.34849179999998"
Activity Camp,Oriole Community Centre,0.15,12,12,"43.7794389,-79.34849179999998"
Tiny Tots Swim,Memorial Pool And Health Club,1,1,9,"43.6479023,-79.51853979999999"
Tiny Tots Swim,Memorial Pool And Health Club,1,1,9,"43.6479023,-79.51853979999999"
Adventure Camp,S.H. Armstrong Community Centre,1,2,100,"43.66623620000001,-79.32243829999999"
Ultra Swim 3,Sir Oliver Mowat Collegiate Institute,0.5,0,36,"43.7794929,-79.14180049999999"
Specialty Camp: Volleyball,Park Lawn Rink,0.7,0,28,"43.6392292,-79.49534599999998"
Specialty Camp: Basketball,Park Lawn CS,0.7,2,35,"43.6379427,-79.4958732"
Tiny Tots Swim,Memorial Pool And Health Club,1,1,9,"43.6479023,-79.51853979999999"
Bronze Cross,Douglas Snow Aquatic Centre,0.9286,0,117,"43.7674564,-79.41324200000003"
Adventure Camp: Sports,Ourland Community Centre,0.9231,11,120,"43.6155335,-79.50870069999996"
Bronze Medallion & Emergency First Aid (CPR B),Douglas Snow Aquatic Centre,0.7,6,126,"43.7674564,-79.41324200000003"
Bronze Star & Basic 1st Aid (CPR-A),Douglas Snow Aquatic Centre,0.75,0,81,"43.7674564,-79.41324200000003"
Bronze Medallion & Emergency First Aid (CPR B),Douglas Snow Aquatic Centre,0.8571,12,108,"43.7674564,-79.41324200000003"
Specialty Camp: In-Line Skating and Skateboarding,Cummer Park Community Centre,0.9,0,90,"43.79916619999999,-79.37119469999999"
Adventure Camp,North Toronto Memorial Community Centre,0.15,0,15,"43.7061669,-79.40532659999997"
Activity Camp,Park Lawn CS,0.75,0,30,"43.6379427,-79.4958732"
Preschool Swim 2: Stingray,Sir Oliver Mowat Collegiate Institute,1,0,54,"43.7794929,-79.14180049999999"
Adventure Camp,North Toronto Memorial Community Centre,0.4,0,40,"43.7061669,-79.40532659999997"
Activity Camp,Park Lawn CS,0.9,1,90,"43.6379427,-79.4958732"
Activity Camp,Park Lawn CS,0.9,1,90,"43.6379427,-79.4958732"
Activity Camp,Park Lawn CS,0.8,3,80,"43.6379427,-79.4958732"
Activity Camp,Park Lawn CS,0.875,1,35,"43.6379427,-79.4958732"
Specialty Camp: In-Line Skating and Skateboarding,Cummer Park Community Centre,0.95,0,95,"43.79916619999999,-79.37119469999999"
Activity Camp,Park Lawn CS,0.625,0,25,"43.6379427,-79.4958732"
Adventure Camp,Roding Community Centre,0.925,4,185,"43.7265239,-79.49358860000001"
Adventure Camp,Ellesmere Community Centre,0.9583,15,115,"43.7607276,-79.29901899999999"
Activity Camp,Park Lawn CS,0.95,1,95,"43.6379427,-79.4958732"
Ultra Swim 4,Monarch Park,1,1,36,"43.6781625,-79.32789600000001"
Volunteer Placement - East York Community Centre,East York Community Centre,1.25,5,45,"43.6909001,-79.34910789999998"
Activity Camp,Park Lawn CS,0.8,0,64,"43.6379427,-79.4958732"
Activity Camp,Park Lawn CS,1,3,32,"43.6379427,-79.4958732"
Adventure Camp,Roding Community Centre,1,1,200,"43.7265239,-79.49358860000001"
Activity Camp,Park Lawn CS,0.85,7,85,"43.6379427,-79.4958732"
Specialty Camp: In-Line Skating and Skateboarding,Cummer Park Community Centre,1,0,80,"43.79916619999999,-79.37119469999999"
Adventure Camp,Ellesmere Community Centre,0.9583,6,92,"43.7607276,-79.29901899999999"
Adventure Camp,Ellesmere Community Centre,0.875,14,105,"43.7607276,-79.29901899999999"
Adventure Camp,Roding Community Centre,0.825,6,165,"43.7265239,-79.49358860000001"
Activity Camp,Park Lawn CS,0.875,0,35,"43.6379427,-79.4958732"
Adventure Camp,Ellesmere Community Centre,0.9167,13,110,"43.7607276,-79.29901899999999"
Adventure Camp: Sports,Ellesmere Community Centre,0.98,29,245,"43.7607276,-79.29901899999999"
Activity Camp,Park Lawn CS,0.95,1,76,"43.6379427,-79.4958732"
Activity Camp,Park Lawn CS,0.75,0,24,"43.6379427,-79.4958732"
Adventure Camp: Sports,Ellesmere Community Centre,0.94,26,235,"43.7607276,-79.29901899999999"
Adventure Camp,Ellesmere Community Centre,0.9167,4,110,"43.7607276,-79.29901899999999"
Adventure Camp,Roding Community Centre,1,3,200,"43.7265239,-79.49358860000001"
Adventure Camp,North Toronto Memorial Community Centre,0.05,0,5,"43.7061669,-79.40532659999997"
Adventure Camp,North Toronto Memorial Community Centre,0.2,0,20,"43.7061669,-79.40532659999997"
Adventure Camp,Roding Community Centre,0.925,0,148,"43.7265239,-79.49358860000001"
Adventure Camp,Park Lawn CS,0.8,1,40,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,0.875,1,56,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,0.9,1,36,"43.6379427,-79.4958732"
Adventure Camp,Roding Community Centre,0.55,0,88,"43.7265239,-79.49358860000001"
Adventure Camp,Roding Community Centre,0.95,1,190,"43.7265239,-79.49358860000001"
Activity Camp,Park Lawn CS,0.75,0,30,"43.6379427,-79.4958732"
Adventure Camp,North Toronto Memorial Community Centre,0.35,0,35,"43.7061669,-79.40532659999997"
Ultra Swim 5,Monarch Park,1,2,36,"43.6781625,-79.32789600000001"
Adventure Camp,Park Lawn CS,0.9,2,45,"43.6379427,-79.4958732"
Counsellor-in-Training,Park Lawn CS,0.8667,1,117,"43.6379427,-79.4958732"
Specialty Camp: Dance,Park Lawn CS,0.9,0,45,"43.6379427,-79.4958732"
Ultra Swim 8,Douglas Snow Aquatic Centre,1.1,0,99,"43.7674564,-79.41324200000003"
Adventure Camp,L'Amoreaux Community Recreation Centre,1,72,120,"43.812911,-79.30359770000001"
Adventure Camp,Park Lawn CS,0.625,7,50,"43.6379427,-79.4958732"
Adventure Camp,St. Marcellus CSS,0.9167,2,275,"43.67951739999999,-79.55419749999999"
Adventure Camp,Park Lawn CS,1,2,40,"43.6379427,-79.4958732"
Tri Private Ultra Swim 2,Cummer Park Community Centre,1,0,24,"43.79916619999999,-79.37119469999999"
Specialty Camp: Music,Park Lawn CS,0.6,0,30,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,0.9375,2,75,"43.6379427,-79.4958732"
Specialty Camp: Gymnastics,Park Lawn CS,1,0,25,"43.6379427,-79.4958732"
Specialty Camp: Dance,Park Lawn CS,1,0,50,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,0.875,0,56,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,1,0,80,"43.6379427,-79.4958732"
Adventure Camp,Ellesmere Community Centre,1,2,96,"43.7607276,-79.29901899999999"
Specialty Camp: Visual Arts,Park Lawn CS,1,0,40,"43.6379427,-79.4958732"
Adventure Camp,Park Lawn CS,0.9375,0,75,"43.6379427,-79.4958732"
Specialty Camp: Gymnastics,Park Lawn CS,1,0,50,"43.6379427,-79.4958732"
Adventure Camp,Bloordale Community School,0.9,2,45,"43.6392378,-79.57263569999998"
Camp Specialty: Art and Nature,Edgehill House,0.7083,0,68,"43.6714413,-79.51326899999998"
Adventure Camp,Bloordale Community School,1,6,50,"43.6392378,-79.57263569999998"
Camp Specialty: Art and Nature,Edgehill House,0.9583,1,115,"43.6714413,-79.51326899999998"
Adventure Camp,Bloordale Community School,0.8,1,32,"43.6392378,-79.57263569999998"
Camp Specialty: Art and Nature,Edgehill House,1.05,4,105,"43.6714413,-79.51326899999998"
Ultra Swim 1,Monarch Park,0.6667,0,36,"43.6781625,-79.32789600000001"
Adventure Camp,Bloordale Community School,0.9,11,45,"43.6392378,-79.57263569999998"
Ultra Swim 1 - Small Group,Weston CI,1,0,36,"43.7084321,-79.51138019999996"
Adventure Camp,Bloordale Community School,0.8,5,40,"43.6392378,-79.57263569999998"
Specialty Camp: Gymnastics,Park Lawn CS,0.9375,3,75,"43.6379427,-79.4958732"
Adventure Camp,Bloordale Community School,0.9,4,36,"43.6392378,-79.57263569999998"
Ultra Swim 2 - Small Group,Weston CI,1,1,36,"43.7084321,-79.51138019999996"
Activity Camp,Masaryk- Cowan Community Centre,1,23,150,"43.63981159999999,-79.4329396"
Activity Camp,Oriole Community Centre,0.65,11,65,"43.7794389,-79.34849179999998"
Adventure Camp,Norseman Community School And Pool,0.95,3,285,"43.6345864,-79.51572870000001"
Camp Specialty: Art and Nature,Edgehill House,1.25,0,50,"43.6714413,-79.51326899999998"
Specialty Camp: Dance,Norseman Community School And Pool,1,1,50,"43.6345864,-79.51572870000001"
Ultra Swim 4,Monarch Park,1,1,36,"43.6781625,-79.32789600000001"
Adventure Camp,North Kipling Community Centre,1,23,80,"43.7595645,-79.58211670000003"
Adventure Camp,North Kipling Community Centre,1.0625,26,68,"43.7595645,-79.58211670000003"
Adventure Camp: Girls,Bloordale Community School,1,1,50,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Norseman Community School And Pool,0.875,8,35,"43.6345864,-79.51572870000001"
Activity Camp,Dentonia Park,0.9,1,135,"43.6920283,-79.29109389999996"
Specialty Camp: Sports,Norseman Community School And Pool,1,6,100,"43.6345864,-79.51572870000001"
Adventure Camp,North Kipling Community Centre,1,22,80,"43.7595645,-79.58211670000003"
Activity Camp,Oriole Community Centre,0.55,13,44,"43.7794389,-79.34849179999998"
Adventure Camp,Birchmount Community Centre,0.975,0,195,"43.69528589999999,-79.26132469999999"
